tweet,label
RT @Dezusss_: … you niggers cannot be serious https://twitter.com/Dezusss_/status/1592967168383418370/photo/1 « ItsNickFasho: Y'all let men identify as women all the time so let it go https://twitter.com/MediumSizeMeech/status/1592245698451603457 — https://twitter.com/itsnickfasho/status/1592620381827137538 »,1
… you niggers cannot be serious https://twitter.com/Dezusss_/status/1592967168383418370/photo/1 « ItsNickFasho: Y'all let men identify as women all the time so let it go https://twitter.com/MediumSizeMeech/status/1592245698451603457 — https://twitter.com/itsnickfasho/status/1592620381827137538 »,1
Nah I don’t be feelin bad for these people on the street. Especially when one calls me a nigger as I’m walking by. __,0
Nigger glitter __,
"A nigger will love you because of your face,let him see it often he might get over it",1
"@NumismaticSpaz The only two races i find abominable are mongoloids and niggers. Eurafricanid men are quite attractive, most of them are. (Half of these words went over my head lol)",1
niggers,
@TLightsGabiJB @KloutCaleb @james_d208 @GoldyIdk__ @highimallyy I don’t think someone with 1M followers would be dumb enough to call a random fan a nigger because he got pressed about a watch.,1
@jason_tsetsos @based_d00mer _______ _____ ______ _______ __ female Pajeet niggers.,
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,0
I hope y’all know trump ain’t giving you niggers another penny,1
"RT @ItsKamala: Kila wakati nikijikita kusoma vitabu na kujaribu kuwa mwanafunzi wa falsafa za watangulizi ghafla kasauti kananirudia ka Mzee @IssaShivji alivyoongelea Mafao yake yalivyokuwa madogo mood inakata ghafla 
Kwenye Nchi zetu Chawa can have good life kuliko educated nigger",
"Kila wakati nikijikita kusoma vitabu na kujaribu kuwa mwanafunzi wa falsafa za watangulizi ghafla kasauti kananirudia ka Mzee @IssaShivji alivyoongelea Mafao yake yalivyokuwa madogo mood inakata ghafla 
Kwenye Nchi zetu Chawa can have good life kuliko educated nigger",
@SaycheeseDGTL God please give this nigger life,1
@Spotify God I Fucking hate niggers lol,1
@Nazirah_xx is leuk tot dat niggers me willen doodslaan jaa?,
I really do care but I need you to stay away I'm a nigger.,
@1hunnitdash1 __ Kanye sounds like all the white people I’ve had racist encounters with except they called me a NIGGER instead of a JEW ____,
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,0
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,0
Y'all let men identify as women all the time so let it go https://twitter.com/MediumSizeMeech/status/1592245698451603457,
Nigger Ball Z? __ « BlvckBulmaa: The artist snapped on these! __ https://twitter.com/BlvckBulmaa/status/1592516676675063808/photo/1 — https://twitter.com/blvckbulmaa/status/1592516676675063808 »,1
The artist snapped on these! __ https://twitter.com/BlvckBulmaa/status/1592516676675063808/photo/1,
"@DvineExpression I've met ignorant kneegrows who don't believe in Racism or Reparations. Usually, they're older black people who aren't struggling, they got all white neighbors and don't realize they're just their favorite NIGGER.",1
"I know you niggers wanna be me ,but it’s levels.",1
@ShitpostGate I dont fucking care but i hate niggers,1
"Even though a white person calling me nigger results in a bad outcome, I’m usually mad amused at first cause it’s like damn I really upset you huh? You pulled the Draw 4 of slurs out on my ass  __ https://twitter.com/Bunz_/status/1592965446353170433/photo/1",1
@Gisellescum @EdensSalma “No nigger and i defend u and but ur being a bully to precious salmy______________” bro how you gøn disrespect me gang and then use my memes please fuck off__ https://twitter.com/dailyfairytail_/status/1592965405232201728/photo/1,1
@Twitter y’all got non black folk on here saying nigger… stop showing me that damn message when I get ready to tweet something @elonmusk …. Yes I typed it and yes I wanna tweet it,1
@OlivariusH @Grantscheam Niggers,1
RT @njaba_times: Nigeria are animals: It's because of Nigeria black people were called Niggers. #endnigerianow « cchukwu18: British government and zoo government what happened after the ABURI ACCORD?? https://twitter.com/cchukwu18/status/1592599025710419968/photo/1 — https://twitter.com/cchukwu18/status/1592599025710419968 »,1
Nigeria are animals: It's because of Nigeria black people were called Niggers. #endnigerianow « cchukwu18: British government and zoo government what happened after the ABURI ACCORD?? https://twitter.com/cchukwu18/status/1592599025710419968/photo/1 — https://twitter.com/cchukwu18/status/1592599025710419968 »,1
RT @njaba_times: Nigeria are animals: It's because of Nigeria black people were called Niggers. #endnigerianow « cchukwu18: British government and zoo government what happened after the ABURI ACCORD?? https://twitter.com/cchukwu18/status/1592599025710419968/photo/1 — https://twitter.com/cchukwu18/status/1592599025710419968 »,1
British government and zoo government what happened after the ABURI ACCORD?? https://twitter.com/cchukwu18/status/1592599025710419968/photo/1,
RT @DollfaceRyt: Pretoria Niggers are really not where it’s at hey https://twitter.com/bontlendlovu__/status/1592527644683558912,1
Pretoria Niggers are really not where it’s at hey https://twitter.com/bontlendlovu__/status/1592527644683558912,1
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,0
@angelinabaddie nigger,1
@yhughoike ____ shitty nigger iwe,1
@aleecappalott pussy ass niggers,1
I hate niggers,1
Tired...and definitely don't feel like dealing with the old white lady that called us every type of black ass nigger last night __,0
"RT @wolfwiles: For those that are worried that I got stripped naked in a jail cell... understand that it happens to THOUSANDS of BLACK men EVERY day.

I’m not different. I’m not special. I’m not crazy. I’m not unique. 

I’m just another nigger they thought they could break.

Never. Not me ____",0
"@manly_yvonne @VinaigretteGirl Wow. Just put ""niggers"" in there and then the acceptable hatred will become obvious. And she probably doesn't see herself as a spreader of hatred and division in the world. Amazing how sick we can be and find it perfectly acceptable and superior.",0
"Hello to all black ladies..ambao bado mnapenda zile oldschool kama zawadi ya maua,late night phone calls na candle light dinners.wote mnastahili black nigger aliye bora.atakekualwa anakufanyia unlimited shopping hata ya nguo za mitumba tu , we love u sweetheart's https://twitter.com/artistjoz1/status/1592961857215954944/photo/1",
That guy called me a nigger ____ i love cod #CallofDutyModernWarfareII #XboxShare https://twitter.com/Yeezusyayo/status/1592961731059322880/video/1,
@Shape_Records every nigger is a star. ___________________,
@rolatej @RufaiHafsat1 __ Rest nigger,1
Lord his fans gonna call her a nigger,1
@SAWHEAT1 One more thing is this: Black Lives Matter movement was started by a Jewish-White male just so that it could be an organization by White Liberal Democrats at still being allowed in get away with being able to sneakingly call people of color the N word (Nigger)!!,
@twoseesonel Nigger,1
why don’t you just say nigger atp https://twitter.com/stariimingi/status/1592958770900238337/photo/1 https://twitter.com/thereallme8/status/1592952797456400384,1
"@WrldBp ""shut the fuck up its ally's watch you nigger"" ____",1
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,0
@MissThang083 You were called a nigger girl https://twitter.com/iammathinti/status/1592957418258173952/photo/1,
"Answer:

the niggers and mexicans https://twitter.com/yamihive/status/1592957135356248064/photo/1 « yamihive: who was taking our jobs? — https://twitter.com/yamihive/status/1592655716871213056 »",1
who was taking our jobs?,
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",0
"@Hoofdzuster1 @marcelbar8 In een documentaire over een Amerikaans gevangenis zag ik dat zwarten elkaar met nigger aanspraken, en het is ook vaak in rapps gebruikt",
"__ so i came across this nigger's phone , i was like ,Wt****f,, , he runs a daycare on his Dm, like every girl on his DM is his baby, , __, ni opinion tu, maybe am depressed__",1
I need to go back to my place so that I can introspect why this nigger dick got me chokehold__,
"@sparky21740710 why? i made this account for srach and controversy so SUCK LGBT, SUCK FEMINISM, SUCK PUTIN, SUCK BIDAN, SUCK NIGGERS",
@Blizzard_Ent Ihr fetten dreckigen nigger ich ficke eure toten verfickten behinderten arsch gefickten nigger eltern die ihre vorfahren mit fufu gegessen haben ihr fetten dreckigen nigger,
@SaiKer63 @wojakis @wh0shotcupid Nigger,
@Blizzard_Ent Ihr fetten dreckigen nigger ich ficke eure toten verfickten behinderten arsch gefickten nigger eltern die ihre vorfahren mit fufu gegessen haben ihr fetten dreckigen nigger!!!!!!!!,
@Blizzard_Ent Ihr fetten dreckigen nigger ich ficke eure toten verfickten behinderten arsch gefickten nigger eltern die ihre vorfahren mit fufu gegessen haben ihr fetten dreckigen nigger!!!!!,
@Blizzard_Ent Ihr fetten dreckigen nigger ich ficke eure toten verfickten behinderten arsch gefickten nigger eltern die ihre vorfahren mit fufu gegessen haben ihr fetten dreckigen nigger!!!,
@Blizzard_Ent Ihr fetten dreckigen nigger ich ficke eure toten verfickten behinderten arsch gefickten nigger eltern die ihre vorfahren mit fufu gegessen haben ihr fetten dreckigen nigger!!,
@Blizzard_Ent Ihr fetten dreckigen nigger ich ficke eure toten verfickten behinderten arsch gefickten nigger eltern die ihre vorfahren mit fufu gegessen haben ihr fetten dreckigen nigger!,
